ZONE,DIST,SDIST,COUNTY,TOTHH,HHPOP,TOTPOP,EMPRES,SFHH,MFHH,HH1,HH2,HH3,HH4,INC1,INC2,INC3,INC4,MHHINC,TACRES,RESACRE,CIACRE,Z2SHARE,TEMP,RETEMP,SEREMP,OTHEMP,AGEMP,MANEMP,WHOEMP,AGE0004,AGE0519,AGE2044,AGE4564,AGE65,AGE0513,AGE1417,AGE1824,ESENR,HSENR,COLLENR,COLLENRF,COLLENRP,TAZ1454
1739,1,1,1,2128,4054,4054,2394,190,1938,593,378,597,560,11774,34072,54886,135431,60384,67,31,6,0.238,366,201,108,32,0,17,7,165,269,1519,1214,887,0,0,0,0,0,553,471,82,39
1740,1,1,1,2753,4488,4493,3051,187,2566,658,447,595,1053,13844,34338,56608,151826,79234,128,43,28,0.217,5461,1266,1909,1652,2,235,396,131,131,1984,1361,886,0,0,0,0,2214,0,0,0,40
1741,1,1,1,2126,3770,3784,1942,78,2048,605,400,553,567,12739,34159,55861,135610,60881,183,20,87,0.237,13350,2177,6502,4054,7,403,207,103,250,1552,1038,842,0,0,0,0,0,0,0,0,41
1742,1,1,1,3780,12842,14327,6985,886,2894,727,700,956,1397,14662,33166,56915,116284,66279,628,147,484,0.019,1158,104,507,479,0,29,39,610,2072,9834,1704,107,0,0,0,0,0,0,0,0,42
1743,2,2,1,3454,5613,5631,3763,425,3029,707,574,712,1462,13938,35152,55719,139882,79487,199,57,5,0.184,2528,641,1364,475,0,22,26,226,164,2930,1343,968,0,0,0,0,0,0,0,0,43
1744,2,2,1,3840,6279,6336,4567,269,3571,782,851,971,1237,13975,32967,53924,132509,66596,136,56,14,0.176,1768,742,845,156,5,1,19,151,185,3530,1415,1055,0,0,0,0,0,0,0,0,44
1745,2,2,1,2604,4376,4375,3207,236,2368,421,361,532,1290,13405,33972,55881,144308,89845,93,40,15,0.162,4076,867,1017,1414,1,5,773,156,149,2250,1189,631,0,0,0,0,0,0,0,0,45
1746,2,2,1,4315,6885,7000,4842,169,4146,919,677,1022,1697,12212,33600,54986,143072,77222,102,42,8,0.181,1606,453,890,248,1,5,10,190,257,3399,2020,1133,0,0,0,0,0,0,0,0,46
1747,2,2,1,1956,3052,3090,2036,165,1791,248,297,428,983,12315,34006,55384,145028,91741,56,24,11,0.184,5552,438,4019,1052,9,28,6,123,108,1399,958,502,0,0,0,0,663,0,0,0,47
1748,2,2,1,2125,3825,3824,2704,320,1805,388,386,436,916,11356,33434,53850,146755,82632,88,40,4,0.147,973,66,795,92,1,0,19,175,194,1861,1114,480,0,0,0,0,468,0,0,0,48
1749,2,2,1,2451,4493,4523,2903,577,1874,200,253,360,1638,15474,34649,56084,173404,128972,135,76,6,0.186,899,198,586,102,1,0,12,253,346,1647,1561,715,0,0,0,0,245,0,0,0,49
1750,2,2,1,2548,4435,4436,3160,434,2114,410,438,429,1272,13523,32782,52583,141792,87711,121,59,12,0.192,2984,1693,909,369,3,5,5,215,237,1969,1242,772,0,0,0,0,0,0,0,0,50
1751,2,2,1,2230,3709,3719,2539,331,1899,376,365,500,989,13439,33343,56329,148958,86518,107,46,17,0.178,458,60,316,77,1,0,3,195,124,1884,905,610,0,0,0,0,0,0,0,0,51
1752,2,2,1,921,2682,2689,1482,244,677,174,208,266,273,14552,33602,55536,129726,65010,1491,57,280,0.022,2760,409,1195,1125,0,27,2,251,325,1742,342,29,0,0,0,0,0,0,0,0,52
1753,2,2,1,48,62,240,81,0,48,34,5,8,0,11109,26845,61012,0,21553,1098,5,13,0.043,3750,531,2817,355,0,23,23,3,6,161,69,3,0,0,0,0,0,0,0,0,53
1754,2,2,1,2774,6583,6654,3932,1255,1519,695,612,849,617,13490,32568,55030,109072,51797,257,105,4,0.225,1137,933,134,66,0,4,0,278,727,2213,2084,1351,0,0,0,0,0,0,0,0,54
1755,2,2,1,1594,3745,3745,2012,795,799,391,406,427,370,16378,31966,54292,108199,51902,97,58,1,0.215,859,702,101,53,0,3,0,191,414,1203,1223,714,0,0,0,0,0,0,0,0,55
1756,2,2,1,65,136,135,205,14,51,16,14,5,30,12542,34449,61012,85797,56843,250,2,157,0.452,560,7,419,133,0,1,0,2,7,25,42,59,0,0,0,0,0,0,0,0,56
1757,2,2,1,978,2494,2494,1283,733,245,32,21,106,819,11853,31585,53477,166125,145883,137,80,3,0.235,385,25,221,136,1,0,1,208,356,533,884,512,0,0,0,0,0,0,0,0,57
1758,2,2,1,2519,5683,5716,3361,374,2145,794,479,729,517,13699,33279,53635,116516,50073,103,54,10,0.206,941,625,270,44,0,2,0,233,674,2043,1706,1060,0,0,0,0,0,0,0,0,58
1759,2,2,1,3296,8002,8074,4693,1438,1858,821,895,867,713,14153,33348,55332,112747,51548,200,110,21,0.225,1164,370,631,137,24,0,2,355,924,2640,2513,1642,0,0,0,0,2875,0,0,0,59
1760,2,2,1,1621,3996,3998,2329,696,925,438,406,376,402,12904,34586,55094,113906,53146,87,55,2,0.222,222,80,75,64,0,0,2,200,443,1389,1155,811,0,0,0,0,0,0,0,0,60
1761,2,2,1,1976,4589,4593,2621,464,1512,732,448,475,321,12536,33113,54970,97763,41294,90,54,4,0.228,1109,404,375,318,0,0,11,213,523,1602,1287,968,0,0,0,0,0,0,0,0,61
1762,2,2,1,3339,7496,7506,4510,616,2723,839,771,875,854,12896,35049,54165,111965,54221,158,80,11,0.195,1464,782,447,211,1,14,9,400,815,2704,2287,1299,0,0,0,0,0,0,0,0,62
1763,2,2,1,2289,5417,5424,3213,750,1539,558,574,604,553,14004,32574,56013,112756,53718,129,71,5,0.209,905,392,398,107,5,0,2,285,592,1877,1654,1015,0,0,0,0,0,0,0,0,63
1764,2,2,1,2920,6914,6919,3915,741,2179,956,702,499,763,14333,33413,54785,117888,52951,146,80,6,0.199,1585,548,391,615,1,4,25,320,820,2565,1966,1249,0,0,0,0,0,0,0,0,64
1765,2,2,1,2507,5516,5545,3265,429,2078,595,733,386,793,12456,33316,54164,122794,59997,136,56,14,0.179,1575,600,775,181,0,15,3,329,552,2187,1597,881,0,0,0,0,0,0,0,0,65
1766,2,2,1,1994,4297,4299,2608,382,1612,688,368,450,487,13660,34001,55059,130080,55396,105,49,15,0.192,1416,727,441,238,1,2,7,201,453,1687,1214,744,0,0,0,0,0,0,0,0,66
1767,2,2,1,2242,5211,5221,3089,468,1774,667,591,451,533,13724,34445,55204,117691,52333,96,53,7,0.174,345,61,251,33,0,0,0,247,577,2109,1479,807,0,0,0,0,0,0,0,0,67
1768,2,2,1,1369,2930,2941,1912,296,1073,313,343,292,421,11688,34659,54758,117660,59363,72,34,4,0.164,622,312,201,102,3,1,3,115,229,1389,773,434,0,0,0,0,0,0,0,0,68
1769,2,2,1,2715,5722,8057,4543,633,2082,812,578,651,674,12420,33988,54367,138400,58471,208,97,46,0.134,5338,621,3701,994,0,4,18,261,1459,3788,1553,997,0,0,0,0,737,6910,5900,1010,69
1770,2,2,1,3006,5955,5956,3953,537,2469,741,553,695,1018,13741,34780,53111,127817,65438,182,82,29,0.186,4742,478,1355,2892,5,6,7,310,461,2581,1595,1009,0,0,0,0,0,0,0,0,70
1771,2,2,1,2062,4355,4565,2587,666,1396,130,162,253,1518,12606,35723,57779,167116,133672,145,72,11,0.208,2746,253,1833,640,5,12,3,275,491,1495,1467,837,0,0,0,0,0,0,0,0,71
1772,2,2,1,1179,2343,2372,1737,246,933,275,246,268,389,12950,33110,55524,141640,69561,59,22,14,0.232,1519,329,1012,144,0,13,22,68,114,1058,612,521,0,0,0,0,220,0,0,0,72
1773,2,2,1,2586,4101,4102,2663,206,2380,908,489,550,640,11555,33103,55468,129031,54101,69,32,9,0.255,2584,678,1483,370,2,27,24,94,142,1762,1112,993,0,0,0,0,0,0,0,0,73
1774,2,2,1,2327,3722,3828,1622,73,2254,1140,476,381,330,12170,33694,52371,129206,39949,84,17,24,0.397,4164,1000,2718,406,0,13,27,118,236,1218,740,1516,0,0,0,0,0,0,0,0,74
1775,2,2,1,1891,2696,2814,1583,0,1891,621,374,429,468,13000,33444,54460,130659,55470,44,10,13,0.357,3876,640,2672,551,0,2,10,46,67,1043,672,986,0,0,0,0,0,0,0,0,75
1776,2,2,1,1657,2493,2507,1267,7,1650,642,324,392,299,12576,33174,54764,102794,42851,41,7,13,0.252,5480,536,1782,3044,10,2,107,51,80,1012,780,583,0,0,0,0,1470,0,0,0,76
1777,2,2,1,2319,4339,4344,2253,35,2284,1014,556,439,310,11689,33760,54317,121039,39706,69,15,25,0.243,1502,528,756,211,1,0,5,192,404,1635,1115,999,0,0,0,0,0,0,0,0,77
1778,2,2,1,3083,6008,6020,2154,274,2809,2124,420,288,251,10148,32142,54698,122984,26447,91,22,9,0.309,2171,89,1244,663,21,141,14,322,808,1694,1399,1797,0,0,0,0,0,0,0,0,78
1779,2,2,1,2291,3605,3658,2471,83,2208,939,819,348,185,14054,33234,56280,115543,35589,68,12,25,0.102,4750,178,2894,1646,0,11,21,101,288,1946,1032,291,0,0,0,0,321,0,0,0,79
1780,2,2,1,2109,4343,4426,2749,327,1782,869,435,488,317,13320,34297,56337,95426,39981,59,31,6,0.096,358,65,194,90,0,6,3,212,475,2379,1010,350,0,0,0,0,0,0,0,0,80
1781,2,2,1,4126,7501,7731,5433,306,3820,1322,1160,955,688,12510,32699,55429,106207,43860,110,42,21,0.090,2294,278,1272,456,1,175,113,252,526,4438,1974,541,0,0,0,0,0,0,0,0,81
1782,2,2,1,1848,3388,3391,2471,153,1695,452,439,485,472,12082,34412,54800,120757,56333,76,29,16,0.123,2276,605,1514,116,0,2,40,78,106,1920,936,351,0,0,0,0,0,0,0,0,82
1783,2,2,1,2266,3941,3941,2763,598,1668,406,409,523,927,11622,33298,55328,144147,79912,119,60,2,0.163,355,107,202,40,0,0,6,103,112,1690,1524,513,0,0,0,0,0,0,0,0,83
1784,2,2,1,2369,4766,4841,3610,254,2115,528,538,655,648,14739,32454,54382,125502,60066,117,42,4,0.078,1476,25,1390,21,0,13,27,142,286,2922,1213,278,0,0,0,0,0,0,0,0,84
1785,2,2,1,1910,3761,3791,2634,91,1819,628,455,484,343,13841,34600,56150,120471,48700,77,26,11,0.146,1862,332,1162,352,0,2,14,89,187,2247,747,521,0,0,0,0,0,0,0,0,85
1786,2,2,1,3235,6643,6813,4261,227,3008,1200,734,766,534,11856,32506,55628,125738,45818,125,51,16,0.115,1271,23,1177,67,1,2,2,306,794,3268,1800,645,0,0,0,0,0,0,0,0,86
1787,2,2,1,2432,4925,5130,3447,187,2245,859,612,436,524,12011,33516,55600,120990,48827,93,43,14,0.166,2856,268,2301,287,0,0,0,186,256,2706,1193,788,0,0,0,0,0,0,0,0,87
1788,2,2,1,2618,5288,5364,4217,164,2454,718,542,556,801,14526,33933,55156,115209,58025,85,40,11,0.064,1564,696,784,62,0,0,22,178,217,3461,1271,237,0,0,0,0,304,0,0,0,88
1789,2,2,1,3633,7341,7451,5587,681,2952,580,725,971,1357,14576,34587,55010,134546,74247,150,89,5,0.100,1331,482,720,66,0,37,27,340,498,3908,2133,572,0,0,0,0,124,0,0,0,89
1790,3,3,1,2120,4375,4505,3114,284,1836,522,530,531,537,12094,33615,54885,120002,55701,86,42,9,0.095,3005,28,2277,590,0,48,61,181,323,2505,1159,338,0,0,0,0,0,0,0,0,90
1791,3,3,1,2289,4665,5040,2906,960,1329,495,441,580,773,12661,31665,55249,149133,73258,320,91,101,0.174,7388,39,6514,831,0,1,2,341,442,2060,1416,780,0,0,0,0,0,3094,3094,0,91
1792,3,3,1,1133,2432,2446,1150,980,153,287,175,285,385,11969,34921,57349,134389,68694,283,83,75,0.456,11857,280,10841,572,0,0,163,78,207,418,670,1072,0,0,0,0,0,0,0,0,92
1793,3,3,1,4311,7389,7390,5453,1097,3214,643,832,1482,1355,13716,34013,54847,128350,67999,227,109,1,0.133,675,44,560,66,1,2,2,161,225,3613,2630,761,0,0,0,0,0,0,0,0,93
1794,3,3,1,1367,2566,2657,1901,292,1075,299,319,339,410,13166,33696,56057,125877,62537,68,36,5,0.134,1336,992,186,153,0,2,3,62,82,1272,967,274,0,0,0,0,0,0,0,0,94
1795,3,3,1,1478,2933,2938,1979,667,811,235,247,383,612,14530,33660,57679,140466,81195,86,51,3,0.132,1605,1260,228,40,0,31,46,154,213,1249,1021,300,0,0,0,0,0,0,0,0,95
1796,3,3,1,1238,2622,2623,1797,568,670,148,246,299,546,13742,33599,55133,135276,81328,75,44,1,0.123,366,148,153,58,0,3,3,153,206,1170,841,253,0,0,0,0,0,0,0,0,96
1797,3,3,1,1665,3361,3363,2294,472,1193,422,262,328,653,13853,34145,54532,130092,70773,84,47,5,0.122,1443,1061,270,94,4,4,9,194,229,1572,1040,327,0,0,0,0,0,0,0,0,97
1798,3,3,1,1941,4020,4022,2594,553,1388,420,384,491,646,12505,34166,54821,138690,69434,106,60,5,0.122,1020,560,242,206,0,2,10,206,280,1876,1276,385,0,0,0,0,0,0,0,0,98
1799,3,3,1,2026,4074,4247,3015,193,1833,562,644,420,400,14519,33660,54563,121976,50179,73,38,4,0.114,1024,206,308,488,0,2,20,217,327,2204,1095,404,0,0,0,0,302,0,0,0,99
1800,3,3,1,1787,4425,4491,2986,103,1684,726,468,366,227,13025,33086,54266,116493,39914,80,27,20,0.129,2437,1120,655,614,0,30,17,292,603,2045,1040,510,0,0,0,0,0,0,0,0,100
1801,3,3,1,2664,6765,6899,4313,176,2488,1192,649,555,268,11727,33707,54321,98985,34786,87,34,19,0.122,2595,953,1009,388,0,206,39,487,1051,3154,1456,751,0,0,0,0,0,635,542,93,101
1802,3,3,1,2756,5209,5255,3928,223,2533,660,774,831,491,13174,33662,53072,106773,47746,81,45,3,0.123,1054,464,420,125,3,34,8,179,349,2800,1377,550,0,0,0,0,0,0,0,0,102
1803,3,3,1,2674,4858,4866,3710,633,2041,600,473,742,859,12889,33481,56401,133137,67306,137,67,8,0.131,1092,850,131,104,0,2,4,140,159,2507,1539,519,0,0,0,0,1032,0,0,0,103
1804,3,3,1,1823,3309,3336,2538,104,1719,444,423,487,469,13879,33552,54997,108514,53781,68,25,13,0.111,1599,504,945,92,0,4,55,68,135,1835,1009,289,0,0,0,0,0,0,0,0,104
1805,3,3,1,3223,6174,6258,3780,81,3142,1387,769,668,400,10918,34374,53273,107371,37333,80,34,10,0.142,1332,237,948,116,0,24,7,260,579,3021,1617,782,0,0,0,0,0,0,0,0,105
1806,3,3,1,3420,6832,7151,3513,142,3278,2112,582,438,287,11485,34512,52360,119451,29726,110,22,38,0.135,7960,747,4838,1715,1,538,120,494,1035,2924,1865,832,0,0,0,0,0,0,0,0,106
1807,3,3,1,850,2119,2418,1273,72,778,189,291,248,122,9820,34797,54704,104925,45308,223,10,106,0.105,11316,785,3352,4543,4,1827,804,124,308,1169,610,208,0,0,0,0,0,185,185,0,107
1808,3,3,1,1820,3333,3732,297,7,1813,961,459,53,346,15095,35332,61012,118121,41079,114,10,105,0.167,4819,550,2010,1418,0,351,491,124,346,1665,1043,555,0,0,0,0,0,1002,884,118,108
1809,3,3,1,3702,6787,7601,606,12,3690,1958,937,105,702,15095,35332,61012,118121,41085,143,24,137,0.167,4704,537,1961,1384,0,343,479,253,708,3389,2119,1132,0,0,0,0,0,0,0,0,109
1810,3,3,1,3677,6744,7549,601,10,3667,1943,933,103,698,15095,35332,61012,118121,41085,264,7,33,0.167,6629,758,2762,1950,0,483,675,249,703,3370,2105,1123,0,0,0,0,0,0,0,0,110
1811,3,3,1,1371,2545,2605,1508,139,1232,127,185,299,759,12193,35652,53999,145419,98258,327,12,211,0.092,5434,383,2748,1326,4,600,373,117,111,1440,762,175,0,0,0,0,0,0,0,0,111
1812,3,3,1,1009,2075,2077,1275,304,705,144,204,180,481,15128,33919,56663,139891,85882,67,28,11,0.143,1641,126,1013,288,2,98,114,92,106,993,638,247,0,0,0,0,0,231,196,35,112
1813,3,3,1,2605,5978,5984,3116,897,1708,672,478,465,990,11644,34138,55057,146448,74792,186,82,27,0.097,1751,133,1078,309,0,105,126,575,973,2401,1585,449,0,0,0,0,0,0,0,0,113
1814,3,3,1,1723,3342,3351,2122,609,1114,327,339,356,701,14269,33489,54805,127548,72750,146,49,20,0.150,2148,166,1298,408,2,123,152,138,193,1479,1130,412,0,0,0,0,0,0,0,0,114
1815,3,3,1,686,1883,1986,879,161,525,204,122,148,212,15706,34445,53558,132866,63635,74,17,26,0.136,20463,1038,11224,5614,0,1849,738,107,268,781,609,222,0,0,0,0,0,0,0,0,115
1816,3,3,1,1822,4944,4989,2887,289,1533,521,360,555,386,12902,35237,53597,114826,51390,142,36,49,0.089,4874,250,2673,1334,0,441,177,438,786,2262,1151,352,0,0,0,0,0,0,0,0,116
1817,3,3,1,1522,4522,4544,2494,356,1166,448,561,303,210,15164,33422,54654,109551,42759,70,35,9,0.103,636,34,347,174,0,58,24,403,809,1938,1001,393,0,0,0,0,0,0,0,0,117
1818,3,3,1,1450,4749,4781,2818,199,1251,463,394,317,276,15845,33723,53449,104296,45760,62,27,8,0.089,604,110,309,160,2,15,8,440,833,2162,999,347,0,0,0,0,0,0,0,0,118
1819,3,3,1,795,2531,2597,1416,146,649,239,133,317,106,13919,32272,52834,112345,45682,39,20,4,0.113,508,94,257,135,2,12,8,223,467,1054,605,249,0,0,0,0,0,0,0,0,119
1820,3,3,1,1127,3375,3417,2025,299,828,280,242,283,322,14131,34719,55313,130624,62158,78,30,11,0.106,529,96,268,146,2,10,7,289,636,1435,749,307,0,0,0,0,0,0,0,0,120
1821,3,3,1,1307,3108,3178,1911,905,402,310,276,296,425,14854,33377,55900,122042,62995,140,52,12,0.164,578,228,59,161,0,80,50,168,348,1176,1046,439,0,0,0,0,0,0,0,0,121
1822,3,3,1,2161,5258,5476,3394,1229,932,442,473,675,571,13513,33039,56182,116334,58399,160,72,5,0.141,814,272,441,83,2,12,4,367,669,2138,1666,637,0,0,0,0,0,0,0,0,122
1823,3,3,1,1803,4323,4390,2719,611,1192,483,378,551,391,12408,33766,55644,117489,52931,88,37,17,0.138,2439,348,1961,103,0,3,25,304,505,1808,1267,507,0,0,0,0,0,0,0,0,123
1824,3,3,1,1459,3880,3900,2302,824,635,531,351,262,315,12821,34249,54990,99939,44435,94,39,3,0.127,980,512,278,164,0,17,9,278,629,1520,1059,414,0,0,0,0,0,0,0,0,124
1825,3,3,1,1072,2944,2950,1830,843,229,258,204,368,243,13297,33315,54818,110152,53262,82,38,3,0.171,294,153,83,49,0,5,3,208,451,960,897,434,0,0,0,0,0,0,0,0,125
1826,3,3,1,1459,4328,4345,2041,879,580,577,273,397,212,14663,34658,57172,107844,43486,122,63,1,0.154,296,154,82,53,0,4,4,362,742,1466,1194,581,0,0,0,0,0,0,0,0,126
1827,3,3,1,1807,3906,3934,2540,1008,799,373,214,505,716,13213,33920,53770,128095,72626,128,71,6,0.142,625,339,205,50,2,23,6,234,375,1549,1331,446,0,0,0,0,0,0,0,0,127
1828,3,3,1,2497,5158,5206,3486,689,1808,549,581,674,692,14734,33814,55313,123172,60275,119,69,4,0.136,620,270,193,53,4,95,6,291,457,2366,1499,593,0,0,0,0,0,0,0,0,128
1829,3,3,1,2120,4021,4021,2582,891,1229,357,429,472,862,14578,34562,54858,131574,75152,148,76,1,0.190,380,247,52,80,1,0,0,176,293,1443,1463,645,0,0,0,0,0,0,0,0,129
1830,3,3,1,1934,4254,4254,2445,1355,579,435,390,490,619,13793,35353,55763,130712,66317,307,103,43,0.198,1485,771,406,275,0,32,0,219,471,1217,1645,702,0,0,0,0,1369,0,0,0,130
1831,3,3,1,2653,6361,6361,3551,2560,93,517,384,681,1070,13523,32624,56551,123002,71692,348,199,1,0.236,757,292,254,143,0,58,10,348,691,1606,2419,1297,0,0,0,0,0,0,0,0,131
1832,3,3,1,1505,4150,4154,2247,1279,226,321,245,316,623,13475,34434,56718,132673,75388,205,105,16,0.204,1477,431,626,311,0,0,109,260,583,1145,1438,729,0,0,0,0,846,0,0,0,132
1833,3,3,1,2484,6261,6263,3546,1848,636,558,489,731,706,13856,32570,55145,104847,55594,281,116,67,0.173,6054,621,4906,397,2,103,25,359,774,2074,2147,909,0,0,0,0,0,25510,6143,19367,133
1834,3,3,1,2497,8514,8575,3815,2108,389,690,610,720,476,14354,34493,55476,108053,49058,254,118,17,0.191,1011,303,260,439,2,3,4,575,1293,2646,2621,1440,0,0,0,0,0,0,0,0,134
1835,3,3,1,1506,5819,5823,2474,1031,475,447,501,307,251,14242,34264,54977,107616,44756,100,59,6,0.168,770,88,392,286,0,4,0,410,1095,1874,1580,865,0,0,0,0,0,0,0,0,135
1836,3,3,1,953,3129,3154,1456,925,28,262,267,207,217,11270,34319,51531,109346,48779,87,50,9,0.291,1498,173,759,557,0,10,0,209,427,839,805,874,0,0,0,0,0,0,0,0,136
1837,3,3,1,1594,5751,5759,2665,1515,79,396,307,463,428,14299,34712,53270,111816,55740,137,84,4,0.195,603,376,121,92,0,7,7,385,930,1727,1721,996,0,0,0,0,0,0,0,0,137
1838,3,3,1,2565,9415,9489,4089,2104,461,831,660,696,377,13265,34050,54232,100125,42621,292,120,26,0.191,1481,532,561,301,0,35,52,726,1606,2873,2662,1623,0,0,0,0,0,0,0,0,138
1839,3,3,1,1334,5280,5307,1983,1055,279,514,266,312,241,12388,34612,52973,108058,43688,161,65,18,0.191,891,186,294,158,0,116,137,333,1012,1502,1561,899,0,0,0,0,1295,0,0,0,139
1840,3,3,1,1151,4090,4090,1697,875,276,348,284,300,218,13740,33820,54121,100045,45698,101,61,3,0.184,284,58,93,52,0,38,45,310,835,1141,1136,669,0,0,0,0,0,0,0,0,140
1841,3,3,1,733,2592,2650,772,358,375,370,185,131,48,10475,33806,54543,90880,29352,53,25,5,0.149,196,41,65,37,0,25,29,219,653,794,634,350,0,0,0,0,0,0,0,0,141
1842,3,3,1,149,295,345,90,47,102,53,21,48,27,12128,39047,50447,122024,48410,824,7,480,0.086,14450,1715,4266,6628,1,793,1046,8,24,159,137,17,0,0,0,0,0,0,0,0,142
1843,3,3,1,438,1532,1629,522,290,148,217,111,94,17,14261,33371,52827,100767,30747,53,16,10,0.162,1355,130,429,601,0,102,93,138,360,463,437,230,0,0,0,0,0,0,0,0,143
1844,3,3,1,1244,3542,3546,1252,518,726,698,177,269,100,10674,33040,55154,111544,31426,122,38,7,0.127,6514,582,2124,2801,0,582,425,329,959,959,924,375,0,0,0,0,0,0,0,0,144
1845,3,3,1,1429,4413,4432,1043,208,1221,1180,146,74,29,10795,30691,53771,123442,17313,243,52,70,0.069,6448,561,2155,2813,0,529,390,612,1550,1223,810,237,0,0,0,0,0,0,0,0,145
1846,3,3,1,690,2095,2095,1157,383,307,160,229,210,91,9956,29846,53935,79315,39257,689,21,651,0.073,81,6,31,35,0,5,3,154,590,627,634,91,0,0,0,0,0,0,0,0,146
1847,3,3,1,1244,4538,4638,1510,866,378,504,280,271,190,11196,32893,56019,92138,38233,206,63,43,0.156,2362,392,582,382,0,799,207,429,1079,1336,1155,640,0,0,0,0,0,0,0,0,147
1848,3,3,1,951,3618,3618,1179,580,371,522,184,171,74,11880,33001,54093,136196,33500,204,55,54,0.144,2183,411,379,551,0,646,197,378,969,1053,744,475,0,0,0,0,0,0,0,0,148
1849,3,3,1,7196,23314,23354,8682,5169,2027,2245,1331,1735,1886,12705,35432,55271,113631,53646,517,248,147,0.170,3189,156,339,2385,0,253,56,1278,4352,7307,6988,3429,0,0,0,0,0,0,0,0,149
1850,3,3,1,1302,5523,5523,2204,950,352,386,288,420,208,13740,31032,53724,106289,45444,158,32,70,0.141,1558,89,270,641,7,406,144,514,1083,1845,1411,671,0,0,0,0,0,0,0,0,150
1851,3,3,1,588,1993,2014,901,416,172,195,150,120,123,13399,31432,55268,96589,44068,60,27,1,0.180,87,34,9,13,0,31,0,107,362,615,615,316,0,0,0,0,0,0,0,0,151
1852,3,3,1,1343,4262,4322,1996,1265,78,302,280,427,334,14596,32732,56837,95977,52105,182,72,27,0.219,581,12,112,455,2,0,0,296,701,1194,1277,854,0,0,0,0,1956,0,0,0,152
1853,3,3,1,1116,4156,4156,2087,962,154,301,265,325,224,14635,35463,54523,99949,48436,101,59,1,0.169,1466,163,349,628,12,303,12,295,747,1261,1247,606,0,0,0,0,0,0,0,0,153
1854,3,3,1,1062,4096,4104,1908,678,384,358,252,360,93,14050,32488,54610,131003,42459,92,48,14,0.180,978,97,220,423,9,203,26,283,705,1240,1233,644,0,0,0,0,0,0,0,0,154
1855,3,3,1,1049,4166,4184,1674,989,60,304,329,243,173,11940,34722,55109,99751,43613,82,49,3,0.192,237,25,58,102,1,50,1,264,790,1211,1205,714,0,0,0,0,0,0,0,0,155
1856,3,3,1,667,2836,2841,1149,572,95,137,280,120,129,13523,33948,56181,114168,49407,45,25,2,0.135,52,5,13,21,0,12,1,264,611,926,710,330,0,0,0,0,0,0,0,0,156
1857,3,3,1,971,3256,3256,863,335,636,689,147,79,56,9753,32441,57548,101047,22471,66,12,32,0.100,56,32,23,1,0,0,0,514,935,943,581,283,0,0,0,0,0,0,0,0,157
1858,3,3,1,215,650,773,260,196,19,64,16,106,29,16776,34167,54132,97619,47572,397,9,22,0.177,342,161,133,48,0,0,0,34,208,198,210,122,0,0,0,0,0,0,0,0,158
1859,3,3,1,1478,5079,5104,2144,1162,316,360,398,397,323,16431,33655,53993,101400,49723,179,83,3,0.197,257,55,80,110,0,4,8,396,813,1519,1479,898,0,0,0,0,0,0,0,0,159
1860,3,3,1,1303,4875,4876,2258,1178,125,326,323,412,242,12392,32253,55152,108388,48761,95,62,2,0.175,270,30,140,98,0,2,0,373,844,1513,1398,748,0,0,0,0,0,0,0,0,160
1861,3,3,1,1141,4312,4314,1916,973,168,331,351,248,211,15604,34702,55615,98755,45641,82,50,4,0.162,1119,128,569,413,0,9,0,323,783,1350,1258,601,0,0,0,0,0,0,0,0,161
1862,3,3,1,1299,4970,4978,2022,1075,224,377,380,278,263,15561,31822,55439,102236,46481,92,56,4,0.191,613,133,193,260,0,7,21,353,802,1498,1485,840,0,0,0,0,0,0,0,0,162
1863,3,3,1,1262,4595,4611,1954,1014,248,354,375,328,205,14871,33601,54606,97731,44333,94,62,3,0.201,375,83,116,158,0,6,13,354,785,1356,1276,840,0,0,0,0,0,0,0,0,163
1864,3,3,1,1945,7666,7726,3636,1581,364,416,505,575,449,14859,33816,55700,105676,52852,183,87,21,0.186,705,79,325,298,0,0,3,535,1262,2390,2267,1271,0,0,0,0,0,0,0,0,164
1865,3,3,1,1861,6749,6762,2987,1404,457,495,483,471,412,12961,33831,55542,112298,51171,175,75,42,0.217,2296,654,521,1008,13,78,22,420,937,2064,2015,1326,0,0,0,0,1427,0,0,0,165
1866,3,3,1,2649,9460,9505,4316,2149,500,575,834,715,525,15590,33260,54432,106507,49713,205,122,12,0.180,901,375,324,191,9,2,0,677,1492,3053,2781,1503,0,0,0,0,452,0,0,0,166
1867,3,3,1,1827,6741,6827,2848,1620,207,520,438,589,279,13457,33177,54713,110422,46408,196,104,15,0.168,1041,343,215,483,0,0,0,520,1279,2127,1898,1003,0,0,0,0,0,0,0,0,167
1868,4,4,1,3077,9408,9425,4131,2708,369,904,746,921,506,12895,33876,55678,111204,47077,272,142,26,0.199,736,306,361,62,0,0,7,565,1471,2784,2954,1651,0,0,0,0,0,0,0,0,168
1869,4,4,1,2371,6646,6660,3333,2193,178,396,244,482,1249,13875,34234,55477,146864,94718,457,270,20,0.240,2334,474,1472,373,0,8,8,370,1059,1436,2394,1402,0,0,0,0,691,0,0,0,169
1870,4,4,1,2259,5879,5939,2963,1963,296,415,299,470,1075,16866,34095,56933,139935,86111,305,164,19,0.253,2210,653,990,535,1,16,14,348,798,1420,2027,1346,0,0,0,0,0,0,0,0,170
